_RAJ2000	_DEJ2000	recno	RAJ2000	DEJ2000	e_RAJ2000	e_DEJ2000	Field	nobs	mobs	B-V	e_B-V	Vmag	e_Vmag	Bmag	e_Bmag	g'mag	e_g'mag	r'mag	e_r'mag	i'mag	e_i'mag
301.47784600	+44.51339900	14246323	301.477846	+44.513399	0.609	0.722	20122054	2	3	1.148	0.124	16.276	0.000	17.424	0.124			15.991	0.000		
301.48711400	+44.52928400	14246324	301.487114	+44.529284	0.437	0.425	20122054	4	19	0.583	0.057	13.832	0.044	14.415	0.036	14.063	0.040	13.652	0.038	13.472	0.026
301.41257500	+44.50699300	14246325	301.412575	+44.506993	0.604	0.715	20122054	4	15	0.858	0.102	16.037	0.068	16.896	0.076	16.349	0.041	15.781	0.069	15.301	0.000
301.39068600	+44.48239900	14246326	301.390686	+44.482399	0.585	0.510	20122054	4	15	0.759	0.090	15.446	0.039	16.206	0.081	15.774	0.057	15.170	0.045	14.940	0.000
301.38720900	+44.52635200	14246327	301.387209	+44.526352	0.916	0.752	20122054	2	5	1.269	0.100	16.143	0.000	17.412	0.100	16.700	0.000	15.902	0.000	15.519	0.000
301.45293800	+44.51307100	14246328	301.452938	+44.513071	0.358	0.466	20122054	4	20	1.156	0.057	14.609	0.037	15.764	0.043	15.152	0.057	14.218	0.038	13.902	0.131
301.45517200	+44.55493200	14246329	301.455172	+44.554932	0.694	0.534	20122054	4	17	0.740	0.075	15.618	0.048	16.358	0.057	15.912	0.067	15.331	0.079	15.131	0.000
301.46090600	+44.53723600	14246330	301.460906	+44.537236	0.606	0.534	20122054	4	21	1.639	0.071	14.964	0.059	16.603	0.040	15.774	0.063	14.364	0.035	13.670	0.078
301.46672300	+44.55216500	14246331	301.466723	+44.552165	0.529	0.349	20122054	4	19	1.326	0.062	14.052	0.052	15.377	0.035	14.672	0.070	13.582	0.049	13.139	0.060
301.46774800	+44.55878600	14246332	301.467748	+44.558786	0.827	0.708	20122054	2	5							16.856	0.069	16.313	0.071	16.096	0.000
301.41769900	+44.53911800	14246333	301.417699	+44.539118	0.771	0.731	20122054	4	18	0.855	0.042	15.303	0.037	16.158	0.020	15.653	0.051	14.888	0.036	14.423	0.093
301.42607800	+44.54959300	14246334	301.426078	+44.549593	0.368	0.790	20122054	3	12	0.997	0.066	16.193	0.014	17.190	0.065	16.630	0.029	15.889	0.058	15.648	0.006
301.42679000	+44.53313100	14246335	301.426790	+44.533131	1.415	0.870	20122054	3	6	0.524	0.240	15.119	0.192	15.643	0.144						
301.43099100	+44.53546800	14246336	301.430991	+44.535468	0.610	0.798	20122054	2	7	1.327	0.108	14.635	0.056	15.963	0.092	15.267	0.000	14.222	0.000	13.637	0.000
301.42284600	+44.56624900	14246337	301.422846	+44.566249	0.822	0.750	20122054	4	14	0.767	0.095	15.505	0.063	16.271	0.071	15.790	0.034	15.127	0.046	14.777	0.050
301.53206400	+44.54182700	14246338	301.532064	+44.541827	1.037	0.394	20122054	4	14	0.703	0.093	14.083	0.019	14.787	0.091	14.373	0.039	13.823	0.037	13.549	0.039
301.53222800	+44.54197500	14246339	301.532228	+44.541975	0.916	0.317	20122054	2	9	0.696	0.040	14.043	0.029	14.739	0.027	14.311	0.008	13.805	0.000		
301.54911600	+44.53087700	14246340	301.549116	+44.530877	0.762	0.400	20122054	4	24	0.621	0.070	14.269	0.059	14.890	0.038	14.526	0.054	14.064	0.040	13.871	0.016
301.52410000	+44.55231600	14246341	301.524100	+44.552316	0.933	0.746	20122054	2	5							17.187	0.134	16.216	0.083	15.545	0.000
301.50719200	+44.57143600	14246342	301.507192	+44.571436	0.496	0.318	20122054	5	24	1.461	0.075	10.895	0.060	12.356	0.045	11.575	0.058	10.408	0.048	9.995	0.000
301.51482000	+44.58519100	14246343	301.514820	+44.585191	0.993	0.958	20122054	3	7	0.718	0.071	15.505	0.011	16.223	0.070					15.188	0.000
301.56739900	+44.56729400	14246344	301.567399	+44.567294	0.942	0.545	20122054	4	22	0.753	0.069	15.213	0.040	15.966	0.056	15.523	0.052	14.944	0.037	14.652	0.113
301.57099600	+44.58239500	14246345	301.570996	+44.582395	0.649	0.346	20122054	3	13	0.694	0.040	15.911	0.031	16.606	0.026	16.117	0.036	15.583	0.042	15.327	0.000
301.57623100	+44.57370800	14246346	301.576231	+44.573708	0.637	0.648	20122054	3	8							17.144	0.088	15.437	0.077	14.617	0.011
301.58058800	+44.59958900	14246347	301.580588	+44.599589	0.704	0.762	20122054	4	16	0.738	0.095	15.789	0.047	16.527	0.082	16.031	0.059	15.492	0.042		
301.60719700	+44.59551000	14246348	301.607197	+44.595510	0.500	0.279	20122054	4	18	1.153	0.053	14.236	0.029	15.389	0.045	14.774	0.063	13.859	0.043	13.491	0.023
301.52851600	+44.59672100	14246349	301.528516	+44.596721	0.596	0.333	20122054	4	21	0.638	0.066	14.129	0.058	14.767	0.031	14.412	0.061	13.930	0.053	13.722	0.008
301.53965300	+44.59761500	14246350	301.539653	+44.597615	0.628	0.667	20122054	3	5	1.480	0.000	15.628	0.000	17.108	0.000	16.289	0.030	15.173	0.000	14.631	0.000
301.54325600	+44.60550200	14246351	301.543256	+44.605502	0.455	0.505	20122054	4	19	0.651	0.087	14.449	0.064	15.100	0.059	14.718	0.047	14.231	0.058	13.990	0.050
301.55018500	+44.58120300	14246352	301.550185	+44.581203	0.622	0.503	20122054	4	20	0.669	0.069	15.121	0.062	15.791	0.031	15.430	0.055	14.903	0.033	14.634	0.010
301.55221000	+44.59410800	14246353	301.552210	+44.594108	1.116	0.817	20122054	3	8	1.311	0.162	16.156	0.105	17.467	0.124	16.737	0.037	15.631	0.029	15.219	0.000
301.54302400	+44.63285000	14246354	301.543024	+44.632850	0.890	0.220	20122054	4	23	0.470	0.074	14.378	0.052	14.849	0.053	14.542	0.053	14.204	0.051	13.994	0.048
301.55955200	+44.61620300	14246355	301.559552	+44.616203	0.595	0.362	20122054	5	23	1.173	0.046	9.861	0.000	11.034	0.046	10.529	0.086	9.408	0.000	9.052	0.000
301.57433000	+44.62743200	14246356	301.574330	+44.627432	0.583	1.417	20122054	3	9	0.859	0.185	16.090	0.038	16.949	0.181	16.509	0.061	15.803	0.070	15.156	0.000
301.49694200	+44.57543800	14246357	301.496942	+44.575438	0.636	0.723	20122054	3	14	1.343	0.085	15.277	0.075	16.620	0.040	15.924	0.065	14.667	0.041	14.085	0.080
301.50748100	+44.59078700	14246358	301.507481	+44.590787	0.746	0.491	20122054	3	8	0.847	0.000	15.893	0.000	16.740	0.000	16.217	0.064	15.544	0.074		
301.45889800	+44.57982000	14246359	301.458898	+44.579820	0.599	0.612	20122054	4	17	0.835	0.065	15.619	0.020	16.454	0.062	15.997	0.055	15.346	0.049	14.906	0.000
301.50271800	+44.61182400	14246360	301.502718	+44.611824	0.509	0.869	20122054	4	19	0.889	0.075	15.781	0.057	16.671	0.048	16.210	0.064	15.468	0.050	15.208	0.000
301.52328800	+44.61121700	14246361	301.523288	+44.611217	0.687	0.716	20122054	2	4	0.666	0.258	16.391	0.202	17.057	0.161						
301.51207500	+44.64360500	14246362	301.512075	+44.643605	0.875	0.700	20122054	2	6	0.836	0.140	15.268	0.000	16.104	0.140	15.674	0.000	14.895	0.000		
301.52493200	+44.66171100	14246363	301.524932	+44.661711	0.685	0.531	20122054	4	20	0.748	0.062	15.101	0.030	15.850	0.054	15.403	0.069	14.884	0.056	14.620	0.129
301.53710200	+44.65163300	14246364	301.537102	+44.651633	0.524	1.050	20122054	3	7							17.392	0.085	15.386	0.053	13.272	0.090
301.54816200	+44.64801300	14246365	301.548162	+44.648013	0.640	0.839	20122054	4	8	0.708	0.129	16.137	0.048	16.845	0.119	16.546	0.000	15.859	0.000		
301.46696900	+44.64409600	14246366	301.466969	+44.644096	0.683	0.645	20122054	3	11	1.108	0.073	16.047	0.065	17.155	0.033	16.659	0.096	15.619	0.032	15.144	0.000
301.48090100	+44.66275100	14246367	301.480901	+44.662751	0.631	0.700	20122054	2	10	0.901	0.037	15.470	0.027	16.371	0.026	15.866	0.000	15.181	0.000	14.859	0.000
301.48235800	+44.63731600	14246368	301.482358	+44.637316	0.513	0.514	20122054	4	18	0.726	0.081	15.369	0.071	16.095	0.039	15.663	0.059	15.075	0.069	14.823	0.011
301.48998400	+44.67706500	14246369	301.489984	+44.677065	0.473	0.901	20122054	2	4	0.925	0.164	16.710	0.000	17.635	0.164	17.274	0.000	16.272	0.000		
301.35244300	+44.50903000	14246370	301.352443	+44.509030	0.883	1.220	20122054	2	7	1.345	0.000	16.298	0.000	17.643	0.000	16.965	0.067	16.106	0.098	15.694	0.000
301.35606100	+44.52253700	14246371	301.356061	+44.522537	0.368	0.300	20122054	5	24	1.224	0.052	11.242	0.039	12.466	0.035	11.804	0.052	10.865	0.044	10.459	0.065
301.36096000	+44.49942000	14246372	301.360960	+44.499420	0.854	0.374	20122054	4	19	1.502	0.075	13.793	0.060	15.295	0.045	14.506	0.067	13.333	0.107	12.620	0.014
301.31789400	+44.54840700	14246373	301.317894	+44.548407	0.833	0.866	20122054	3	9	0.797	0.025	15.939	0.015	16.737	0.021	16.319	0.064	15.761	0.034	15.516	0.000
301.32687600	+44.58752800	14246374	301.326876	+44.587528	0.802	0.323	20122054	4	19	1.133	0.043	14.277	0.033	15.410	0.027	14.814	0.068	13.793	0.017	13.167	0.025
301.37497300	+44.58597100	14246375	301.374973	+44.585971	0.615	1.003	20122054	2	6	1.020	0.000	14.458	0.000	15.478	0.000	14.970	0.000	14.249	0.000	13.919	0.046
301.38218100	+44.57833300	14246376	301.382181	+44.578333	0.369	0.457	20122054	5	21	0.265	0.079	12.902	0.060	13.167	0.051	12.954	0.046	12.837	0.073	12.813	0.044
301.39733000	+44.55932500	14246377	301.397330	+44.559325	0.408	0.335	20122054	4	19	0.812	0.065	14.488	0.037	15.300	0.054	14.831	0.059	14.204	0.045	13.991	0.069
301.40390700	+44.57382400	14246378	301.403907	+44.573824	0.786	0.439	20122054	3	12	2.129	0.094	15.554	0.053	17.683	0.077	16.593	0.077	14.885	0.000	14.004	0.023
301.39466200	+44.61355600	14246379	301.394662	+44.613556	0.476	0.588	20122054	4	18	0.982	0.085	15.551	0.028	16.533	0.081	15.966	0.057	15.204	0.029	14.914	0.000
301.40805700	+44.59987600	14246380	301.408057	+44.599876	0.361	0.655	20122054	4	19	0.717	0.057	15.373	0.049	16.090	0.029	15.701	0.052	15.166	0.030	14.887	0.057
301.37368100	+44.59563400	14246381	301.373681	+44.595634	0.877	1.398	20122054	2	5							17.298	0.152	15.842	0.048	15.044	0.000
301.36112300	+44.61568500	14246382	301.361123	+44.615685	0.375	0.611	20122054	4	19	0.588	0.087	15.363	0.059	15.951	0.063	15.584	0.041	15.134	0.071	14.824	0.105
301.36312000	+44.62690700	14246383	301.363120	+44.626907	0.450	0.708	20122054	2	2											15.240	0.069
301.37761900	+44.62365400	14246384	301.377619	+44.623654	0.394	0.624	20122054	3	11	0.627	0.019	15.440	0.016	16.066	0.011	15.700	0.052	15.236	0.041	15.055	0.000
301.28854300	+44.59071900	14246385	301.288543	+44.590719	0.388	1.314	20122054	2	6	0.980	0.082	16.477	0.040	17.457	0.071	16.886	0.000	16.357	0.000		
301.29313400	+44.57977200	14246386	301.293134	+44.579772	0.602	0.602	20122054	4	19	0.629	0.052	14.832	0.019	15.461	0.049	15.073	0.037	14.614	0.035	14.437	0.043
301.29958500	+44.57431600	14246387	301.299585	+44.574316	0.366	0.539	20122054	4	22	0.659	0.075	14.483	0.066	15.141	0.037	14.740	0.044	14.233	0.060	14.002	0.078
301.30578600	+44.61974100	14246388	301.305786	+44.619741	0.665	0.430	20122054	4	17	0.762	0.104	15.777	0.069	16.538	0.078	16.087	0.043	15.508	0.040	15.190	0.000
301.31978100	+44.60417800	14246389	301.319781	+44.604178	0.617	0.871	20122054	2	6	0.708	0.143	16.022	0.112	16.730	0.089	16.319	0.000	15.758	0.000		
301.25809500	+44.60442600	14246390	301.258095	+44.604426	0.558	0.421	20122054	5	24	0.690	0.062	12.343	0.042	13.033	0.046	12.623	0.048	12.128	0.053	11.917	0.059
301.26156700	+44.58906000	14246391	301.261567	+44.589060	0.550	0.378	20122054	2	5	1.789	0.141	15.940	0.000	17.729	0.141	16.827	0.000	15.100	0.000	14.226	0.000
301.29138600	+44.61801300	14246392	301.291386	+44.618013	0.290	0.392	20122054	4	19	0.745	0.059	13.425	0.045	14.170	0.038	13.735	0.053	13.167	0.054	12.938	0.051
301.31697100	+44.63488800	14246393	301.316971	+44.634888	0.777	0.662	20122054	3	12	0.777	0.096	15.692	0.079	16.470	0.055	16.046	0.036	15.389	0.050	15.073	0.161
301.33436500	+44.61160200	14246394	301.334365	+44.611602	0.228	0.403	20122054	4	18	0.927	0.057	14.245	0.037	15.172	0.044	14.669	0.063	13.914	0.056	13.618	0.052
301.33902300	+44.62318300	14246395	301.339023	+44.623183	0.506	0.529	20122054	4	19	0.744	0.067	14.565	0.044	15.309	0.051	14.869	0.071	14.312	0.027	14.127	0.065
301.34288800	+44.61512200	14246396	301.342888	+44.615122	0.466	0.892	20122054	4	18	0.665	0.054	14.046	0.036	14.710	0.040	14.309	0.052	13.825	0.063	13.576	0.037
301.33350600	+44.65113300	14246397	301.333506	+44.651133	0.617	0.280	20122054	2	4	0.783	0.129	16.528	0.051	17.311	0.118						
301.34373100	+44.64991500	14246398	301.343731	+44.649915	0.488	1.096	20122054	3	7							16.821	0.082	14.757	0.110	13.716	0.071
301.31827000	+44.68505600	14246399	301.318270	+44.685056	0.363	0.286	20122054	4	19	0.555	0.067	13.902	0.043	14.457	0.052	14.119	0.051	13.703	0.050	13.509	0.025
301.31953600	+44.66156800	14246400	301.319536	+44.661568	0.777	0.812	20122054	3	15	0.956	0.131	15.360	0.043	16.316	0.124	15.759	0.073	14.871	0.055	14.326	0.077
